"sp","param","est","model.x","t","mean","sd","2.5%","50%","97.5%","Rhat","n.eff","model.y","g"
"313","PEMA","D[1]",60.595,"CAM-SC_info_multigrid_t0",0,61.326,7.952,46.344,61.08,77.615,1.03,329,"CAM-SC_info_multigrid",1
"314","PEMA","D[2]",202.732,"CAM-SC_info_multigrid_t0",0,195.95,12.733,169.291,197.075,217.885,1.08,75,"CAM-SC_info_multigrid",2
"315","PEMA","D[3]",222.784,"CAM-SC_info_multigrid_t0",0,213.197,8.402,192.801,214.511,224.409,1.22,77,"CAM-SC_info_multigrid",3
"316","PEMA","D[4]",132.779,"CAM-SC_info_multigrid_t0",0,132.613,11.691,110.799,132.283,156.693,1.07,190,"CAM-SC_info_multigrid",4
"317","PEMA","D[5]",224.973,"CAM-SC_info_multigrid_t0",0,220.934,3.545,211.586,221.822,224.972,1.18,135,"CAM-SC_info_multigrid",5
"318","PEMA","D[6]",99.252,"CAM-SC_info_multigrid_t0",0,101.062,10.391,81.665,100.9,121.935,1.01,254,"CAM-SC_info_multigrid",6
"319","PEMA","D[7]",178.092,"CAM-SC_info_multigrid_t0",0,179.707,14.445,153.093,179.64,207.762,1.29,80,"CAM-SC_info_multigrid",7
"320","PEMA","D[8]",224.747,"CAM-SC_info_multigrid_t0",0,223.282,1.588,219.235,223.735,224.972,1.1,277,"CAM-SC_info_multigrid",8
"321","PEMA","lam0",1.604,"CAM-SC_info_multigrid_t0",0,1.602,0.043,1.519,1.601,1.689,1.01,303,"CAM-SC_info_multigrid",NA
"322","PEMA","N[1]",538.694,"CAM-SC_info_multigrid_t0",0,545.191,70.697,412,543,690,1.03,329,"CAM-SC_info_multigrid",1
"323","PEMA","N[2]",1802.286,"CAM-SC_info_multigrid_t0",0,1741.998,113.198,1505,1752,1937,1.08,75,"CAM-SC_info_multigrid",2
"324","PEMA","N[3]",1980.549,"CAM-SC_info_multigrid_t0",0,1895.324,74.698,1714,1907,1995,1.22,77,"CAM-SC_info_multigrid",3
"325","PEMA","N[4]",1180.404,"CAM-SC_info_multigrid_t0",0,1178.932,103.933,985,1176,1393,1.07,190,"CAM-SC_info_multigrid",4
"326","PEMA","N[5]",2000.014,"CAM-SC_info_multigrid_t0",0,1964.106,31.515,1881,1972,2000,1.18,135,"CAM-SC_info_multigrid",5
"327","PEMA","N[6]",882.349,"CAM-SC_info_multigrid_t0",0,898.438,92.373,726,897,1084,1.01,254,"CAM-SC_info_multigrid",6
"328","PEMA","N[7]",1583.238,"CAM-SC_info_multigrid_t0",0,1597.594,128.413,1361,1597,1847,1.29,80,"CAM-SC_info_multigrid",7
"329","PEMA","N[8]",1998,"CAM-SC_info_multigrid_t0",0,1984.976,14.117,1949,1989,2000,1.1,277,"CAM-SC_info_multigrid",8
"330","PEMA","psi[1]",0.268,"CAM-SC_info_multigrid_t0",0,0.273,0.037,0.203,0.272,0.347,1.03,302,"CAM-SC_info_multigrid",1
"331","PEMA","psi[2]",0.908,"CAM-SC_info_multigrid_t0",0,0.87,0.057,0.751,0.876,0.969,1.08,72,"CAM-SC_info_multigrid",2
"332","PEMA","psi[3]",0.961,"CAM-SC_info_multigrid_t0",0,0.947,0.038,0.855,0.953,0.997,1.22,75,"CAM-SC_info_multigrid",3
"333","PEMA","psi[4]",0.6,"CAM-SC_info_multigrid_t0",0,0.589,0.053,0.49,0.588,0.698,1.07,185,"CAM-SC_info_multigrid",4
"334","PEMA","psi[5]",1,"CAM-SC_info_multigrid_t0",0,0.982,0.016,0.939,0.985,1,1.18,125,"CAM-SC_info_multigrid",5
"335","PEMA","psi[6]",0.458,"CAM-SC_info_multigrid_t0",0,0.45,0.047,0.361,0.449,0.544,1.01,239,"CAM-SC_info_multigrid",6
"336","PEMA","psi[7]",0.798,"CAM-SC_info_multigrid_t0",0,0.798,0.065,0.68,0.798,0.924,1.3,79,"CAM-SC_info_multigrid",7
"337","PEMA","psi[8]",1,"CAM-SC_info_multigrid_t0",0,0.992,0.007,0.973,0.994,1,1.1,267,"CAM-SC_info_multigrid",8
"338","PEMA","sigma",8.656,"CAM-SC_info_multigrid_t0",0,8.619,0.15,8.329,8.623,8.92,1.11,190,"CAM-SC_info_multigrid",NA
"339","PEMA","D[1]",86.127,"CAM-SC_info_multigrid_t15",15,87.261,10.485,67.604,87.064,108.999,1.15,238,"CAM-SC_info_multigrid",1
"340","PEMA","D[2]",191.154,"CAM-SC_info_multigrid_t15",15,192.108,14.488,165.129,191.789,220.472,1.18,66,"CAM-SC_info_multigrid",2
"341","PEMA","D[3]",224.802,"CAM-SC_info_multigrid_t15",15,212.333,11.23,185.88,215.636,224.747,1.33,49,"CAM-SC_info_multigrid",3
"342","PEMA","D[4]",186.795,"CAM-SC_info_multigrid_t15",15,182.525,16.593,149.606,183.24,212.373,1.24,68,"CAM-SC_info_multigrid",4
"343","PEMA","D[5]",224.231,"CAM-SC_info_multigrid_t15",15,215.851,7.305,198.816,217.21,224.747,1.06,76,"CAM-SC_info_multigrid",5
"344","PEMA","D[6]",126.053,"CAM-SC_info_multigrid_t15",15,123.506,11.791,100.9,123.397,146.907,1.06,207,"CAM-SC_info_multigrid",6
"345","PEMA","D[7]",189.394,"CAM-SC_info_multigrid_t15",15,192.292,13.683,164.229,192.013,218.507,1.14,80,"CAM-SC_info_multigrid",7
"346","PEMA","D[8]",224.586,"CAM-SC_info_multigrid_t15",15,219.878,4.743,207.649,221.26,224.859,1.04,76,"CAM-SC_info_multigrid",8
"347","PEMA","lam0",0.381,"CAM-SC_info_multigrid_t15",15,0.373,0.028,0.323,0.372,0.43,1.04,95,"CAM-SC_info_multigrid",NA
"348","PEMA","N[1]",765.668,"CAM-SC_info_multigrid_t15",15,775.754,93.212,601,774,969,1.15,238,"CAM-SC_info_multigrid",1
"349","PEMA","N[2]",1699.355,"CAM-SC_info_multigrid_t15",15,1707.838,128.795,1468,1705,1960,1.18,66,"CAM-SC_info_multigrid",2
"350","PEMA","N[3]",1998.488,"CAM-SC_info_multigrid_t15",15,1887.642,99.838,1652.475,1917,1998,1.33,49,"CAM-SC_info_multigrid",3
"351","PEMA","N[4]",1660.604,"CAM-SC_info_multigrid_t15",15,1622.647,147.51,1330,1629,1888,1.24,68,"CAM-SC_info_multigrid",4
"352","PEMA","N[5]",1993.414,"CAM-SC_info_multigrid_t15",15,1918.916,64.938,1767.475,1931,1998,1.06,76,"CAM-SC_info_multigrid",5
"353","PEMA","N[6]",1120.61,"CAM-SC_info_multigrid_t15",15,1097.968,104.826,897,1097,1306,1.06,207,"CAM-SC_info_multigrid",6
"354","PEMA","N[7]",1683.717,"CAM-SC_info_multigrid_t15",15,1709.471,121.644,1460,1707,1942.525,1.14,80,"CAM-SC_info_multigrid",7
"355","PEMA","N[8]",1996.572,"CAM-SC_info_multigrid_t15",15,1954.718,42.162,1846,1967,1999,1.04,76,"CAM-SC_info_multigrid",8
"356","PEMA","psi[1]",0.385,"CAM-SC_info_multigrid_t15",15,0.388,0.048,0.299,0.387,0.488,1.16,233,"CAM-SC_info_multigrid",1
"357","PEMA","psi[2]",0.862,"CAM-SC_info_multigrid_t15",15,0.854,0.065,0.733,0.853,0.98,1.18,66,"CAM-SC_info_multigrid",2
"358","PEMA","psi[3]",0.997,"CAM-SC_info_multigrid_t15",15,0.943,0.05,0.824,0.958,0.999,1.33,48,"CAM-SC_info_multigrid",3
"359","PEMA","psi[4]",0.849,"CAM-SC_info_multigrid_t15",15,0.811,0.074,0.663,0.815,0.943,1.25,69,"CAM-SC_info_multigrid",4
"360","PEMA","psi[5]",0.996,"CAM-SC_info_multigrid_t15",15,0.959,0.033,0.883,0.965,0.999,1.06,78,"CAM-SC_info_multigrid",5
"361","PEMA","psi[6]",0.563,"CAM-SC_info_multigrid_t15",15,0.549,0.054,0.446,0.549,0.655,1.05,193,"CAM-SC_info_multigrid",6
"362","PEMA","psi[7]",0.842,"CAM-SC_info_multigrid_t15",15,0.854,0.061,0.728,0.853,0.971,1.14,80,"CAM-SC_info_multigrid",7
"363","PEMA","psi[8]",0.998,"CAM-SC_info_multigrid_t15",15,0.977,0.021,0.922,0.983,0.999,1.04,71,"CAM-SC_info_multigrid",8
"364","PEMA","sigma",10.518,"CAM-SC_info_multigrid_t15",15,10.687,0.447,9.879,10.663,11.598,1.15,90,"CAM-SC_info_multigrid",NA
"365","PEMA","D[1]",125.951,"CAM-SC_info_multigrid_t60",60,126.658,15.171,99.325,125.872,158.605,1.01,117,"CAM-SC_info_multigrid",1
"366","PEMA","D[2]",162.856,"CAM-SC_info_multigrid_t60",60,169.058,16.917,139.37,168.391,205.233,1.05,73,"CAM-SC_info_multigrid",2
"367","PEMA","D[3]",221.068,"CAM-SC_info_multigrid_t60",60,210.565,10.876,185.714,212.823,224.409,1.06,60,"CAM-SC_info_multigrid",3
"368","PEMA","D[4]",202.406,"CAM-SC_info_multigrid_t60",60,203.457,12.24,178.178,204.049,223.735,1.11,65,"CAM-SC_info_multigrid",4
"369","PEMA","D[5]",223.83,"CAM-SC_info_multigrid_t60",60,213.343,9.124,191.564,215.636,224.409,1.08,68,"CAM-SC_info_multigrid",5
"370","PEMA","D[6]",153.028,"CAM-SC_info_multigrid_t60",60,154.286,15.828,122.776,153.993,185.939,1.09,93,"CAM-SC_info_multigrid",6
"371","PEMA","D[7]",180.72,"CAM-SC_info_multigrid_t60",60,181.674,18.783,146.569,181.102,215.748,1.06,54,"CAM-SC_info_multigrid",7
"372","PEMA","D[8]",224.576,"CAM-SC_info_multigrid_t60",60,212.331,10.775,184.927,214.961,224.634,1.06,49,"CAM-SC_info_multigrid",8
"373","PEMA","lam0",0.126,"CAM-SC_info_multigrid_t60",60,0.135,0.016,0.107,0.133,0.17,1.1,66,"CAM-SC_info_multigrid",NA
"374","PEMA","N[1]",1119.705,"CAM-SC_info_multigrid_t60",60,1125.986,134.871,883,1119,1410,1.01,117,"CAM-SC_info_multigrid",1
"375","PEMA","N[2]",1447.791,"CAM-SC_info_multigrid_t60",60,1502.927,150.39,1239,1497,1824.525,1.05,73,"CAM-SC_info_multigrid",2
"376","PEMA","N[3]",1965.297,"CAM-SC_info_multigrid_t60",60,1871.926,96.692,1651,1892,1995,1.06,60,"CAM-SC_info_multigrid",3
"377","PEMA","N[4]",1799.387,"CAM-SC_info_multigrid_t60",60,1808.729,108.811,1584,1814,1989,1.11,65,"CAM-SC_info_multigrid",4
"378","PEMA","N[5]",1989.848,"CAM-SC_info_multigrid_t60",60,1896.616,81.115,1703,1917,1995,1.08,68,"CAM-SC_info_multigrid",5
"379","PEMA","N[6]",1360.419,"CAM-SC_info_multigrid_t60",60,1371.606,140.708,1091.475,1369,1653,1.09,93,"CAM-SC_info_multigrid",6
"380","PEMA","N[7]",1606.597,"CAM-SC_info_multigrid_t60",60,1615.077,166.984,1303,1610,1918,1.06,54,"CAM-SC_info_multigrid",7
"381","PEMA","N[8]",1996.48,"CAM-SC_info_multigrid_t60",60,1887.622,95.792,1644,1911,1997,1.06,49,"CAM-SC_info_multigrid",8
"382","PEMA","psi[1]",0.548,"CAM-SC_info_multigrid_t60",60,0.563,0.068,0.441,0.559,0.708,1.01,115,"CAM-SC_info_multigrid",1
"383","PEMA","psi[2]",0.717,"CAM-SC_info_multigrid_t60",60,0.751,0.076,0.619,0.748,0.911,1.05,74,"CAM-SC_info_multigrid",2
"384","PEMA","psi[3]",0.98,"CAM-SC_info_multigrid_t60",60,0.936,0.049,0.825,0.946,0.997,1.06,57,"CAM-SC_info_multigrid",3
"385","PEMA","psi[4]",0.891,"CAM-SC_info_multigrid_t60",60,0.904,0.055,0.792,0.907,0.995,1.11,59,"CAM-SC_info_multigrid",4
"386","PEMA","psi[5]",0.995,"CAM-SC_info_multigrid_t60",60,0.948,0.041,0.851,0.958,0.997,1.08,72,"CAM-SC_info_multigrid",5
"387","PEMA","psi[6]",0.689,"CAM-SC_info_multigrid_t60",60,0.686,0.071,0.545,0.685,0.828,1.09,94,"CAM-SC_info_multigrid",6
"388","PEMA","psi[7]",0.764,"CAM-SC_info_multigrid_t60",60,0.807,0.084,0.65,0.806,0.96,1.06,53,"CAM-SC_info_multigrid",7
"389","PEMA","psi[8]",0.998,"CAM-SC_info_multigrid_t60",60,0.943,0.048,0.821,0.955,0.998,1.06,48,"CAM-SC_info_multigrid",8
"390","PEMA","sigma",12.366,"CAM-SC_info_multigrid_t60",60,12.527,0.76,11.016,12.514,14.075,1.05,62,"CAM-SC_info_multigrid",NA
"391","PEMA","D[1]",163.012,"CAM-SC_info_multigrid_t1440",1440,157.609,18.276,120.022,159.168,190.776,1.11,76,"CAM-SC_info_multigrid",1
"392","PEMA","D[2]",178.931,"CAM-SC_info_multigrid_t1440",1440,175.984,23.524,130.484,175.366,221.26,1.02,34,"CAM-SC_info_multigrid",2
"393","PEMA","D[3]",219.531,"CAM-SC_info_multigrid_t1440",1440,206.318,13.833,172.441,209.449,223.735,1.08,41,"CAM-SC_info_multigrid",3
"394","PEMA","D[4]",219.989,"CAM-SC_info_multigrid_t1440",1440,199.933,16.071,164.679,201.575,223.285,1.22,42,"CAM-SC_info_multigrid",4
"395","PEMA","D[5]",222.063,"CAM-SC_info_multigrid_t1440",1440,210.306,11.691,183.465,212.936,224.522,1.04,51,"CAM-SC_info_multigrid",5
"396","PEMA","D[6]",179.735,"CAM-SC_info_multigrid_t1440",1440,180.668,21.74,138.808,181.102,220.697,1.35,42,"CAM-SC_info_multigrid",6
"397","PEMA","D[7]",186.231,"CAM-SC_info_multigrid_t1440",1440,184.571,16.048,152.193,184.702,214.736,1.06,63,"CAM-SC_info_multigrid",7
"398","PEMA","D[8]",224.818,"CAM-SC_info_multigrid_t1440",1440,209.401,14.023,175.478,213.386,224.859,1.13,32,"CAM-SC_info_multigrid",8
"399","PEMA","lam0",0.059,"CAM-SC_info_multigrid_t1440",1440,0.063,0.009,0.048,0.062,0.082,1.02,134,"CAM-SC_info_multigrid",NA
"400","PEMA","N[1]",1449.174,"CAM-SC_info_multigrid_t1440",1440,1401.144,162.478,1067,1415,1696,1.11,76,"CAM-SC_info_multigrid",1
"401","PEMA","N[2]",1590.693,"CAM-SC_info_multigrid_t1440",1440,1564.499,209.131,1160,1559,1967,1.02,34,"CAM-SC_info_multigrid",2
"402","PEMA","N[3]",1951.633,"CAM-SC_info_multigrid_t1440",1440,1834.164,122.973,1533,1862,1989,1.08,41,"CAM-SC_info_multigrid",3
"403","PEMA","N[4]",1955.705,"CAM-SC_info_multigrid_t1440",1440,1777.403,142.869,1464,1792,1985,1.22,42,"CAM-SC_info_multigrid",4
"404","PEMA","N[5]",1974.14,"CAM-SC_info_multigrid_t1440",1440,1869.617,103.929,1631,1893,1996,1.04,51,"CAM-SC_info_multigrid",5
"405","PEMA","N[6]",1597.844,"CAM-SC_info_multigrid_t1440",1440,1606.142,193.266,1234,1610,1962,1.35,42,"CAM-SC_info_multigrid",6
"406","PEMA","N[7]",1655.597,"CAM-SC_info_multigrid_t1440",1440,1640.834,142.67,1353,1642,1909,1.06,63,"CAM-SC_info_multigrid",7
"407","PEMA","N[8]",1998.635,"CAM-SC_info_multigrid_t1440",1440,1861.571,124.665,1560,1897,1999,1.13,32,"CAM-SC_info_multigrid",8
"408","PEMA","psi[1]",0.723,"CAM-SC_info_multigrid_t1440",1440,0.7,0.082,0.534,0.708,0.847,1.12,79,"CAM-SC_info_multigrid",1
"409","PEMA","psi[2]",0.766,"CAM-SC_info_multigrid_t1440",1440,0.782,0.105,0.579,0.779,0.983,1.02,33,"CAM-SC_info_multigrid",2
"410","PEMA","psi[3]",0.977,"CAM-SC_info_multigrid_t1440",1440,0.917,0.062,0.766,0.931,0.994,1.09,41,"CAM-SC_info_multigrid",3
"411","PEMA","psi[4]",0.898,"CAM-SC_info_multigrid_t1440",1440,0.888,0.072,0.732,0.896,0.992,1.22,43,"CAM-SC_info_multigrid",4
"412","PEMA","psi[5]",0.989,"CAM-SC_info_multigrid_t1440",1440,0.934,0.052,0.815,0.946,0.998,1.04,50,"CAM-SC_info_multigrid",5
"413","PEMA","psi[6]",0.8,"CAM-SC_info_multigrid_t1440",1440,0.803,0.097,0.616,0.804,0.98,1.35,42,"CAM-SC_info_multigrid",6
"414","PEMA","psi[7]",0.794,"CAM-SC_info_multigrid_t1440",1440,0.82,0.072,0.675,0.82,0.955,1.06,62,"CAM-SC_info_multigrid",7
"415","PEMA","psi[8]",0.999,"CAM-SC_info_multigrid_t1440",1440,0.93,0.063,0.778,0.949,1,1.13,34,"CAM-SC_info_multigrid",8
"416","PEMA","sigma",11.351,"CAM-SC_info_multigrid_t1440",1440,11.23,0.753,9.764,11.226,12.742,1.01,134,"CAM-SC_info_multigrid",NA
"417","TATO","D[1]",10.161,"CAM-SC_info_multigrid_t0",0,10.4,1.005,8.503,10.36,12.417,1.01,178,"CAM-SC_info_multigrid",1
"418","TATO","D[2]",13.94,"CAM-SC_info_multigrid_t0",0,14.45,1.24,12.299,14.301,17.064,1.04,74,"CAM-SC_info_multigrid",2
"419","TATO","D[3]",13.142,"CAM-SC_info_multigrid_t0",0,13.701,1.296,11.406,13.628,16.395,1.03,81,"CAM-SC_info_multigrid",3
"420","TATO","D[4]",9.727,"CAM-SC_info_multigrid_t0",0,9.742,0.988,7.847,9.741,11.698,1.02,177,"CAM-SC_info_multigrid",4
"421","TATO","D[5]",18.189,"CAM-SC_info_multigrid_t0",0,17.937,0.267,17.214,18.015,18.207,1.01,147,"CAM-SC_info_multigrid",5
"422","TATO","D[6]",7.869,"CAM-SC_info_multigrid_t0",0,8.221,1.065,6.345,8.157,10.442,1.1,155,"CAM-SC_info_multigrid",6
"423","TATO","D[7]",18.206,"CAM-SC_info_multigrid_t0",0,18.114,0.096,17.852,18.143,18.207,1.01,314,"CAM-SC_info_multigrid",7
"424","TATO","D[8]",18.199,"CAM-SC_info_multigrid_t0",0,17.947,0.257,17.282,18.034,18.207,1.02,123,"CAM-SC_info_multigrid",8
"425","TATO","lam0",1.941,"CAM-SC_info_multigrid_t0",0,1.951,0.049,1.858,1.949,2.05,1.06,273,"CAM-SC_info_multigrid",NA
"426","TATO","N[1]",1116.217,"CAM-SC_info_multigrid_t0",0,1142.417,110.363,934,1138,1364,1.01,178,"CAM-SC_info_multigrid",1
"427","TATO","N[2]",1531.359,"CAM-SC_info_multigrid_t0",0,1587.31,136.205,1351,1571,1874.525,1.04,74,"CAM-SC_info_multigrid",2
"428","TATO","N[3]",1443.6,"CAM-SC_info_multigrid_t0",0,1505.022,142.403,1253,1497,1801,1.03,81,"CAM-SC_info_multigrid",3
"429","TATO","N[4]",1068.528,"CAM-SC_info_multigrid_t0",0,1070.109,108.499,862,1070,1285,1.02,177,"CAM-SC_info_multigrid",4
"430","TATO","N[5]",1998.077,"CAM-SC_info_multigrid_t0",0,1970.4,29.306,1891,1979,2000,1.01,147,"CAM-SC_info_multigrid",5
"431","TATO","N[6]",864.408,"CAM-SC_info_multigrid_t0",0,903.07,116.963,697,896,1147,1.1,155,"CAM-SC_info_multigrid",6
"432","TATO","N[7]",1999.94,"CAM-SC_info_multigrid_t0",0,1989.811,10.582,1961,1993,2000,1.01,314,"CAM-SC_info_multigrid",7
"433","TATO","N[8]",1999.16,"CAM-SC_info_multigrid_t0",0,1971.427,28.216,1898.475,1981,2000,1.02,123,"CAM-SC_info_multigrid",8
"434","TATO","psi[1]",0.557,"CAM-SC_info_multigrid_t0",0,0.571,0.056,0.465,0.569,0.683,1.01,175,"CAM-SC_info_multigrid",1
"435","TATO","psi[2]",0.772,"CAM-SC_info_multigrid_t0",0,0.793,0.069,0.675,0.785,0.937,1.04,73,"CAM-SC_info_multigrid",2
"436","TATO","psi[3]",0.729,"CAM-SC_info_multigrid_t0",0,0.752,0.072,0.625,0.749,0.902,1.03,79,"CAM-SC_info_multigrid",3
"437","TATO","psi[4]",0.561,"CAM-SC_info_multigrid_t0",0,0.535,0.055,0.427,0.535,0.643,1.02,175,"CAM-SC_info_multigrid",4
"438","TATO","psi[5]",0.999,"CAM-SC_info_multigrid_t0",0,0.985,0.015,0.943,0.989,1,1.01,141,"CAM-SC_info_multigrid",5
"439","TATO","psi[6]",0.422,"CAM-SC_info_multigrid_t0",0,0.452,0.06,0.346,0.448,0.577,1.1,150,"CAM-SC_info_multigrid",6
"440","TATO","psi[7]",1,"CAM-SC_info_multigrid_t0",0,0.994,0.006,0.979,0.996,1,1.01,288,"CAM-SC_info_multigrid",7
"441","TATO","psi[8]",0.999,"CAM-SC_info_multigrid_t0",0,0.985,0.014,0.948,0.99,1,1.02,118,"CAM-SC_info_multigrid",8
"442","TATO","sigma",18.472,"CAM-SC_info_multigrid_t0",0,18.5,0.238,18.035,18.5,18.968,1.02,256,"CAM-SC_info_multigrid",NA
"443","TATO","D[1]",13.531,"CAM-SC_info_multigrid_t1440",1440,13.351,1.447,10.487,13.4,16.004,1.12,69,"CAM-SC_info_multigrid",1
"444","TATO","D[2]",18.152,"CAM-SC_info_multigrid_t1440",1440,17.125,0.848,15.075,17.305,18.17,1.27,57,"CAM-SC_info_multigrid",2
"445","TATO","D[3]",16.683,"CAM-SC_info_multigrid_t1440",1440,16.273,1.148,13.946,16.404,18.011,1.03,53,"CAM-SC_info_multigrid",3
"446","TATO","D[4]",11.718,"CAM-SC_info_multigrid_t1440",1440,11.852,1.271,9.499,11.807,14.347,1.18,109,"CAM-SC_info_multigrid",4
"447","TATO","D[5]",18.2,"CAM-SC_info_multigrid_t1440",1440,17.833,0.38,16.773,17.961,18.207,1.05,88,"CAM-SC_info_multigrid",5
"448","TATO","D[6]",12.234,"CAM-SC_info_multigrid_t1440",1440,12.103,1.357,9.486,12.08,14.939,1.02,90,"CAM-SC_info_multigrid",6
"449","TATO","D[7]",18.159,"CAM-SC_info_multigrid_t1440",1440,17.334,0.784,15.494,17.551,18.188,1.03,43,"CAM-SC_info_multigrid",7
"450","TATO","D[8]",18.2,"CAM-SC_info_multigrid_t1440",1440,17.734,0.449,16.532,17.861,18.207,1.07,83,"CAM-SC_info_multigrid",8
"451","TATO","lam0",0.189,"CAM-SC_info_multigrid_t1440",1440,0.187,0.014,0.161,0.187,0.214,1.03,228,"CAM-SC_info_multigrid",NA
"452","TATO","N[1]",1486.392,"CAM-SC_info_multigrid_t1440",1440,1466.658,158.964,1152,1472,1758,1.12,69,"CAM-SC_info_multigrid",1
"453","TATO","N[2]",1993.999,"CAM-SC_info_multigrid_t1440",1440,1881.182,93.138,1656,1901,1996,1.27,57,"CAM-SC_info_multigrid",2
"454","TATO","N[3]",1832.666,"CAM-SC_info_multigrid_t1440",1440,1787.605,126.068,1532,1802,1978.525,1.03,53,"CAM-SC_info_multigrid",3
"455","TATO","N[4]",1287.216,"CAM-SC_info_multigrid_t1440",1440,1301.94,139.674,1043.475,1297,1576,1.18,109,"CAM-SC_info_multigrid",4
"456","TATO","N[5]",1999.281,"CAM-SC_info_multigrid_t1440",1440,1958.97,41.706,1842.475,1973,2000,1.05,88,"CAM-SC_info_multigrid",5
"457","TATO","N[6]",1343.881,"CAM-SC_info_multigrid_t1440",1440,1329.539,149.121,1042,1327,1641,1.02,90,"CAM-SC_info_multigrid",6
"458","TATO","N[7]",1994.775,"CAM-SC_info_multigrid_t1440",1440,1904.194,86.158,1702,1928,1998,1.03,43,"CAM-SC_info_multigrid",7
"459","TATO","N[8]",1999.235,"CAM-SC_info_multigrid_t1440",1440,1948.09,49.362,1816,1962,2000,1.07,83,"CAM-SC_info_multigrid",8
"460","TATO","psi[1]",0.746,"CAM-SC_info_multigrid_t1440",1440,0.733,0.08,0.574,0.736,0.879,1.12,67,"CAM-SC_info_multigrid",1
"461","TATO","psi[2]",0.997,"CAM-SC_info_multigrid_t1440",1440,0.94,0.047,0.827,0.95,0.998,1.27,56,"CAM-SC_info_multigrid",2
"462","TATO","psi[3]",0.92,"CAM-SC_info_multigrid_t1440",1440,0.893,0.063,0.765,0.9,0.989,1.04,49,"CAM-SC_info_multigrid",3
"463","TATO","psi[4]",0.659,"CAM-SC_info_multigrid_t1440",1440,0.651,0.07,0.521,0.649,0.788,1.18,106,"CAM-SC_info_multigrid",4
"464","TATO","psi[5]",0.999,"CAM-SC_info_multigrid_t1440",1440,0.979,0.021,0.919,0.986,1,1.05,84,"CAM-SC_info_multigrid",5
"465","TATO","psi[6]",0.667,"CAM-SC_info_multigrid_t1440",1440,0.665,0.075,0.519,0.663,0.82,1.02,88,"CAM-SC_info_multigrid",6
"466","TATO","psi[7]",0.998,"CAM-SC_info_multigrid_t1440",1440,0.952,0.043,0.849,0.964,0.999,1.03,43,"CAM-SC_info_multigrid",7
"467","TATO","psi[8]",0.999,"CAM-SC_info_multigrid_t1440",1440,0.974,0.025,0.907,0.98,1,1.07,80,"CAM-SC_info_multigrid",8
"468","TATO","sigma",18.418,"CAM-SC_info_multigrid_t1440",1440,18.596,0.716,17.282,18.571,20.087,1.09,206,"CAM-SC_info_multigrid",NA
"469","GLSA","D[1]",18.199,"CAM-SC_info_multigrid_t0",0,17.961,0.25,17.269,18.034,18.207,1.04,124,"CAM-SC_info_multigrid",1
"470","GLSA","D[2]",18.018,"CAM-SC_info_multigrid_t0",0,16.742,1.068,14.351,16.932,18.161,1.03,40,"CAM-SC_info_multigrid",2
"471","GLSA","D[3]",18.206,"CAM-SC_info_multigrid_t0",0,18.035,0.185,17.533,18.097,18.207,1.02,156,"CAM-SC_info_multigrid",3
"472","GLSA","D[4]",17.987,"CAM-SC_info_multigrid_t0",0,17.194,0.805,15.039,17.378,18.17,1.23,48,"CAM-SC_info_multigrid",4
"473","GLSA","D[5]",17.308,"CAM-SC_info_multigrid_t0",0,16.687,0.99,14.21,16.905,18.015,1.1,50,"CAM-SC_info_multigrid",5
"474","GLSA","D[6]",12.057,"CAM-SC_info_multigrid_t0",0,12.623,1.421,10.159,12.494,15.84,1.03,77,"CAM-SC_info_multigrid",6
"475","GLSA","D[7]",10.627,"CAM-SC_info_multigrid_t0",0,10.426,1.157,8.166,10.442,12.663,1.01,133,"CAM-SC_info_multigrid",7
"476","GLSA","D[8]",15.613,"CAM-SC_info_multigrid_t0",0,15.467,1.152,13.054,15.539,17.506,1.04,69,"CAM-SC_info_multigrid",8
"477","GLSA","lam0",0.525,"CAM-SC_info_multigrid_t0",0,0.528,0.016,0.496,0.528,0.56,1,687,"CAM-SC_info_multigrid",NA
"478","GLSA","N[1]",1999.123,"CAM-SC_info_multigrid_t0",0,1972.979,27.503,1897,1981,2000,1.04,124,"CAM-SC_info_multigrid",1
"479","GLSA","N[2]",1979.32,"CAM-SC_info_multigrid_t0",0,1839.153,117.367,1576.475,1860,1995,1.03,40,"CAM-SC_info_multigrid",2
"480","GLSA","N[3]",1999.971,"CAM-SC_info_multigrid_t0",0,1981.115,20.281,1926,1988,2000,1.02,156,"CAM-SC_info_multigrid",3
"481","GLSA","N[4]",1975.839,"CAM-SC_info_multigrid_t0",0,1888.73,88.389,1652,1909,1996,1.23,48,"CAM-SC_info_multigrid",4
"482","GLSA","N[5]",1901.238,"CAM-SC_info_multigrid_t0",0,1833.017,108.716,1561,1857,1979,1.1,50,"CAM-SC_info_multigrid",5
"483","GLSA","N[6]",1324.448,"CAM-SC_info_multigrid_t0",0,1386.613,156.109,1116,1372.5,1740,1.03,77,"CAM-SC_info_multigrid",6
"484","GLSA","N[7]",1167.428,"CAM-SC_info_multigrid_t0",0,1145.271,127.072,897,1147,1391,1.01,133,"CAM-SC_info_multigrid",7
"485","GLSA","N[8]",1715.093,"CAM-SC_info_multigrid_t0",0,1699.016,126.585,1434,1707,1923,1.04,69,"CAM-SC_info_multigrid",8
"486","GLSA","psi[1]",0.999,"CAM-SC_info_multigrid_t0",0,0.986,0.014,0.947,0.99,1,1.04,126,"CAM-SC_info_multigrid",1
